,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
2860,1.5289125509467105e+18,1,0,0,0,-0.44660900000000003,-1.101608,0.49387600000000004
2870,1.528912551148282e+18,1,0,0,0,-1.737077,3.191389,0.676829
2880,1.528912551349854e+18,1,0,0,0,0.618589,-1.128511,-0.315922
2890,1.5289125515514258e+18,1,0,0,0,-1.141946,3.337221,-0.724704
2900,1.5289125517529976e+18,1,0,0,0,0.049355,-1.365285,0.11131600000000001
2910,1.5289125519545697e+18,1,0,0,0,0.5489649999999999,0.835045,0.042135
2920,1.5289125521561413e+18,1,0,0,0,0.491601,-1.07455,-0.17485699999999998
2930,1.5289125523577132e+18,1,0,0,0,-0.885022,-0.060273,0.352562
2940,1.528912552559285e+18,1,0,0,0,-0.095375,-1.042709,0.279422
2950,1.5289125527608568e+18,1,0,0,0,0.8121520000000001,0.487497,-0.079683
2960,1.528912552962429e+18,1,0,0,0,0.840764,-0.278751,-0.272027
2970,1.5289125531640005e+18,1,0,0,0,-0.618042,-0.823959,0.516332
2980,1.5289125533655724e+18,1,0,0,0,-0.48634099999999997,-0.411558,0.250425
2990,1.5289125535671442e+18,1,0,0,0,0.8218780000000001,-0.66586,-1.239884
3000,1.528912553768716e+18,1,0,0,0,1.210331,3.532365,1.024857
3010,1.528912553970288e+18,1,0,0,0,-0.4477,-1.123546,0.278413
3020,1.5289125541718597e+18,1,0,0,0,-1.15693,4.714394,1.355314
3030,1.5289125543734316e+18,1,0,0,0,0.762888,-1.265679,-0.46298500000000004
3040,1.5289125545750034e+18,1,0,0,0,-1.165874,2.092014,-1.442208
3050,1.5289125547765752e+18,1,0,0,0,-0.05939,-1.249069,0.613207
3060,1.528912554978147e+18,1,0,0,0,0.372139,0.9073049999999999,0.18501900000000002
3070,1.528912555179719e+18,1,0,0,0,0.6501640000000001,-1.1915719999999999,-0.17536400000000002
3080,1.5289125553812908e+18,1,0,0,0,-0.739843,-0.22244299999999997,0.330883
3090,1.5289125555828626e+18,1,0,0,0,-0.066701,-0.5842579999999999,-0.386191
3100,1.5289125557844344e+18,1,0,0,0,0.858324,0.345407,0.514688
3110,1.5289125559860065e+18,1,0,0,0,1.258615,0.593974,-0.095939
3120,1.528912556187578e+18,1,0,0,0,-0.5980300000000001,-0.982181,0.688766
3130,1.52891255638915e+18,1,0,0,0,-0.366181,-0.387917,0.10333599999999996
3140,1.5289125565907218e+18,1,0,0,0,0.802258,-0.688264,-1.861838
3150,1.5289125567922936e+18,1,0,0,0,1.367612,3.376006,1.4100620000000001
3160,1.5289125569938657e+18,1,0,0,0,-0.457372,-1.168977,0.033041
3170,1.5289125571954373e+18,1,0,0,0,-0.673888,4.45478,1.209202
3180,1.5289125573970092e+18,1,0,0,0,0.635269,-1.223166,-0.5556810000000001
3190,1.528912557598581e+18,1,0,0,0,-0.724174,1.841809,-0.79918
3200,1.5289125578001528e+18,1,0,0,0,0.056865,-1.281111,0.6830729999999999
3210,1.528912558001725e+18,1,0,0,0,0.39528,0.988189,-0.17435699999999998
3220,1.5289125582032965e+18,1,0,0,0,0.571643,-1.188493,-0.188817
3230,1.5289125584048684e+18,1,0,0,0,-0.8804799999999999,0.078686,0.614698
3240,1.5289125586064402e+18,1,0,0,0,-0.054722,-1.04601,0.278055
3250,1.528912558808012e+18,1,0,0,0,0.737867,0.613917,-3.7795910000000004
3260,1.528912559009584e+18,1,0,0,0,0.63507,-0.441121,-0.18313800000000002
